"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-10,074
0,32;-10,078
0,32;-10,073
0,32;-10,071
0,32;-10,067
0,32;-10,060
0,32;-10,058
0,32;-10,008
0,32;-9,595
0,32;-9,508
0,32;-9,379
0,32;-9,229
0,32;-9,075
0,32;-8,898
0,32;-8,708
0,32;-8,586
0,32;-8,300
0,32;-7,934
0,32;-7,481
0,32;-7,075
0,31;-7,011
0,31;-7,093
0,31;-6,898
0,31;-6,760
0,31;-6,762
0,30;-6,725
0,30;-6,707
0,30;-6,474
0,30;-5,738
0,30;-5,382
0,29;-5,568
0,29;-5,439
0,29;-5,180
0,28;-4,763
0,28;-4,418
0,28;-4,121
0,28;-4,013
0,27;-3,745
0,27;-3,472
0,27;-3,055
0,27;-2,853
0,26;-2,660
0,26;-2,432
0,26;-2,193
0,26;-1,957
0,25;-1,676
0,25;-1,538
0,25;-1,452
0,25;-1,216
0,24;-0,889
0,24;-0,594
0,24;-0,369
0,24;-0,231
0,24;-0,158
0,24;-0,097
0,23;-0,056
0,23;-0,023
0,23;-0,016
0,23;-0,013
0,23;-0,011
0,23;-0,011
0,23;-0,009
0,22;-0,011
0,22;-0,011
0,22;-0,018
0,22;-0,036
0,22;-0,065
0,22;-0,070
0,22;-0,068
0,21;-0,070
0,21;-0,093
0,21;-0,140
0,21;-0,168
0,21;-0,161
0,21;-0,149
0,21;-0,145
0,21;-0,150
0,21;-0,163
0,21;-0,168
0,21;-0,099
0,21;-0,029
0,21;-0,002
0,21;-0,004
0,21;-0,002
0,21;0,003
0,21;-2,236E-4
0,21;-2,236E-4
0,20;-0,002
0,20;-0,002
0,20;-0,004
0,20;0,003
0,20;0,005
0,20;0,003
0,20;0,002
0,20;-2,236E-4
0,20;-0,006
0,20;-0,002
0,20;-0,006
0,20;-0,020
0,20;-0,032
0,20;-0,052
0,20;-0,063
0,20;-0,070
0,20;-0,068
0,20;-0,054
0,20;-0,040
0,20;-0,029
0,20;-0,023
0,20;-0,022
0,20;-0,020
0,20;-0,023
0,20;-0,027
0,20;-0,022
0,20;-0,031
0,20;-0,031
0,20;-0,034
0,20;-0,036
0,20;-0,040
0,20;-0,049
0,20;-0,066
0,20;-0,079
0,20;-0,088
0,20;-0,095
0,20;-0,086
0,20;-0,074
0,20;-0,063
0,20;-0,065
0,20;-0,066
0,20;-0,061
0,20;-0,070
0,20;-0,075
0,20;-0,075
0,20;-0,072
0,20;-0,074
0,20;-0,079
0,20;-0,081
0,20;-0,077
0,20;-0,059
0,20;-0,038
0,20;-0,034
0,20;-0,041
0,20;-0,063
0,20;-0,072
0,20;-0,065
0,20;-0,059
0,20;-0,050
0,20;-0,056
0,20;-0,065
0,20;-0,081
0,20;-0,084
0,20;-0,077
0,20;-0,066
0,20;-0,068
0,20;-0,059
0,20;-0,057
0,20;-0,045
0,20;-0,038
0,20;-0,031
0,20;-0,025
0,20;-0,029
0,20;-0,032
0,20;-0,041
0,20;-0,065
0,20;-0,091
0,20;-0,106
0,20;-0,100
0,20;-0,093
0,20;-0,066
0,20;-0,049
0,20;-0,032
0,20;-0,020
0,20;-0,016
0,20;-0,020
0,20;-0,016
0,20;-0,022
0,20;-0,031
0,20;-0,038
0,20;-0,038
0,20;-0,036
0,20;-0,045
0,20;-0,054
0,20;-0,066
0,20;-0,074
0,20;-0,079
0,20;-0,081
0,20;-0,086
0,20;-0,090
0,20;-0,068
0,20;-0,041
0,20;-0,032
0,20;-0,036
0,20;-0,045
0,20;-0,054
0,20;-0,057
0,20;-0,059
0,20;-0,054
0,20;-0,050
0,20;-0,054
0,20;-0,057
0,20;-0,070
0,20;-0,072
0,20;-0,068
0,20;-0,065
0,20;-0,061
0,20;-0,057
0,20;-0,057
0,20;-0,054
0,20;-0,056
0,20;-0,061
0,20;-0,057
0,20;-0,057
0,20;-0,057
0,20;-0,057
0,20;-0,057
0,20;-0,056
0,20;-0,061
0,20;-0,057
0,20;-0,059
