"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-8,626
0,32;-8,637
0,32;-8,654
0,32;-8,654
0,32;-8,656
0,32;-8,658
0,32;-8,665
0,32;-8,676
0,32;-8,676
0,32;-8,674
0,32;-8,672
0,32;-8,674
0,32;-8,671
0,32;-8,674
0,32;-8,674
0,32;-8,671
0,32;-8,662
0,32;-8,658
0,32;-8,656
0,32;-8,656
0,32;-8,662
0,32;-8,660
0,32;-8,665
0,32;-8,678
0,32;-8,713
0,32;-8,722
0,32;-8,712
0,32;-8,717
0,32;-8,699
0,32;-8,699
0,32;-8,674
0,32;-8,658
0,32;-8,645
0,32;-8,649
0,32;-8,649
0,32;-8,645
0,32;-8,651
0,32;-8,717
0,32;-8,753
0,32;-8,735
0,32;-8,733
0,32;-8,728
0,32;-8,735
0,32;-8,731
0,32;-8,731
0,32;-8,737
0,32;-8,726
0,32;-8,719
0,32;-8,710
0,32;-8,706
0,32;-8,708
0,32;-8,710
0,32;-8,705
0,32;-8,705
0,32;-8,697
0,32;-8,701
0,32;-8,696
0,32;-8,692
0,32;-8,688
0,32;-8,690
0,32;-8,690
0,32;-8,692
0,32;-8,696
0,32;-8,699
0,32;-8,703
0,32;-8,701
0,32;-8,705
0,32;-8,705
0,32;-8,710
0,32;-8,713
0,32;-8,712
0,32;-8,715
0,32;-8,713
0,32;-8,701
0,32;-8,688
0,32;-8,688
0,32;-8,685
0,32;-8,683
0,32;-8,676
0,32;-8,678
0,32;-8,678
0,32;-8,681
0,32;-8,681
0,32;-8,683
0,32;-8,681
0,32;-8,676
0,32;-8,679
0,32;-8,681
0,32;-8,678
0,32;-8,687
0,32;-8,687
0,32;-8,685
0,32;-8,699
0,32;-8,706
0,32;-8,713
0,32;-8,715
0,32;-8,721
0,32;-8,721
0,32;-8,721
0,32;-8,719
0,32;-8,705
0,32;-8,690
0,32;-8,679
0,32;-8,678
0,32;-8,676
0,32;-8,678
0,32;-8,671
0,32;-8,672
0,32;-8,672
0,32;-8,667
0,32;-8,663
0,32;-8,586
0,32;-8,431
0,32;-8,365
0,32;-8,361
0,32;-8,352
0,32;-8,358
0,32;-8,361
0,32;-8,366
0,32;-8,359
0,32;-8,277
0,32;-8,320
0,32;-8,331
0,32;-8,307
0,32;-8,309
0,32;-8,320
0,32;-8,331
0,32;-8,331
0,32;-8,329
0,32;-8,327
0,32;-8,324
0,32;-8,300
0,32;-8,198
0,32;-8,211
0,32;-8,216
0,32;-8,234
0,32;-8,213
0,32;-8,089
0,32;-8,041
0,32;-7,925
0,32;-7,583
0,32;-7,735
0,32;-7,912
0,32;-7,891
0,31;-7,851
0,31;-7,807
0,31;-7,698
0,31;-7,614
0,31;-7,544
0,31;-7,538
0,31;-7,560
0,31;-7,628
0,31;-7,631
0,31;-7,617
0,31;-7,453
0,31;-7,297
0,31;-7,188
0,31;-7,095
0,31;-7,059
0,31;-7,025
0,31;-6,975
0,31;-6,954
0,31;-6,895
0,31;-6,821
0,31;-6,666
0,31;-6,725
0,30;-6,651
0,30;-6,603
0,30;-6,707
0,30;-6,655
0,30;-6,478
0,30;-6,397
0,30;-6,380
0,30;-6,363
0,30;-6,353
0,30;-6,337
0,30;-6,281
0,30;-6,247
0,30;-6,167
0,30;-6,140
0,30;-6,151
0,30;-6,143
0,30;-6,133
0,30;-6,136
0,30;-6,076
0,30;-6,081
0,30;-6,013
0,30;-6,006
0,30;-6,002
0,30;-6,006
0,30;-5,997
0,30;-5,990
0,30;-5,999
0,30;-5,997
0,30;-6,002
0,30;-6,016
0,30;-5,972
0,30;-5,897
0,30;-5,870
0,30;-5,911
0,30;-5,906
0,30;-5,877
0,30;-5,791
0,30;-5,856
0,30;-5,866
0,30;-5,847
0,30;-5,834
0,30;-5,780
0,30;-5,764
0,30;-5,750
0,30;-5,721
0,30;-5,682
0,30;-5,662
0,30;-5,695
0,29;-5,729
0,29;-5,655
0,29;-5,632
0,29;-5,569
0,29;-5,528
0,29;-5,466
0,29;-5,425
0,29;-5,410
0,29;-5,407
0,29;-5,355
0,29;-5,348
0,29;-5,333
0,29;-5,285
0,29;-5,212
0,29;-5,156
0,29;-5,103
0,29;-5,063
0,29;-5,042
0,29;-5,017
0,29;-5,004
0,29;-4,970
0,29;-4,951
0,29;-4,893
0,29;-4,827
0,29;-4,775
0,29;-4,734
0,29;-4,720
0,28;-4,686
0,28;-4,647
0,28;-4,604
0,28;-4,563
0,28;-4,511
0,28;-4,457
0,28;-4,471
0,28;-4,475
0,28;-4,418
0,28;-4,366
0,28;-4,317
0,28;-4,271
0,28;-4,214
0,28;-4,153
0,28;-4,123
0,28;-4,094
0,28;-4,069
0,28;-4,044
0,28;-3,990
0,28;-3,944
0,28;-3,908
0,28;-3,885
0,28;-3,851
0,28;-3,801
0,28;-3,772
0,28;-3,717
0,28;-3,675
0,28;-3,650
0,27;-3,613
0,27;-3,591
0,27;-3,534
0,27;-3,468
0,27;-3,439
0,27;-3,377
0,27;-3,323
0,27;-3,309
0,27;-3,291
0,27;-3,253
0,27;-3,193
0,27;-3,141
0,27;-3,096
0,27;-3,016
0,27;-2,999
0,27;-2,946
0,27;-2,905
0,27;-2,862
0,27;-2,835
0,27;-2,776
0,27;-2,703
0,27;-2,728
0,27;-2,713
0,27;-2,615
0,27;-2,574
0,26;-2,508
0,26;-2,459
0,26;-2,420
0,26;-2,365
0,26;-2,306
0,26;-2,288
0,26;-2,238
0,26;-2,204
0,26;-2,152
0,26;-2,098
0,26;-2,034
0,26;-1,980
0,26;-1,946
0,26;-1,923
0,26;-1,896
0,26;-1,844
0,26;-1,814
0,26;-1,785
0,26;-1,735
0,26;-1,683
0,26;-1,640
0,26;-1,626
0,26;-1,579
0,26;-1,569
0,26;-1,536
0,25;-1,495
0,25;-1,460
0,25;-1,411
0,25;-1,372
0,25;-1,327
0,25;-1,291
0,25;-1,263
0,25;-1,232
0,25;-1,224
0,25;-1,207
0,25;-1,177
0,25;-1,139
0,25;-1,114
0,25;-1,077
0,25;-1,041
0,25;-1,011
0,25;-0,980
0,25;-0,959
0,25;-0,928
0,25;-0,903
0,25;-0,873
0,25;-0,835
0,25;-0,801
0,25;-0,762
0,25;-0,733
0,25;-0,694
0,25;-0,680
0,25;-0,653
0,25;-0,632
0,25;-0,607
0,25;-0,567
0,25;-0,539
0,25;-0,528
0,25;-0,510
0,24;-0,469
0,24;-0,429
0,24;-0,397
0,24;-0,369
0,24;-0,338
0,24;-0,294
0,24;-0,272
0,24;-0,242
0,24;-0,213
0,24;-0,192
0,24;-0,174
0,24;-0,156
0,24;-0,133
0,24;-0,118
0,24;-0,120
0,24;-0,099
0,24;-0,081
0,24;-0,070
0,24;-0,054
0,24;-0,036
0,24;-0,013
0,24;0,003
0,24;0,025
0,24;0,039
0,24;0,061
0,24;0,075
0,24;0,089
0,24;0,104
0,24;0,105
0,24;0,118
0,24;0,118
0,24;0,120
0,24;0,121
0,24;0,123
0,24;0,130
0,24;0,129
0,24;0,134
0,24;0,132
0,24;0,132
0,24;0,134
0,24;0,134
0,24;0,130
0,24;0,132
0,24;0,136
0,24;0,132
0,24;0,134
0,24;0,136
0,24;0,137
0,24;0,136
0,24;0,134
0,24;0,137
0,24;0,137
0,24;0,134
0,24;0,139
0,24;0,137
0,24;0,136
0,24;0,134
0,24;0,136
0,24;0,134
0,24;0,137
0,24;0,136
0,24;0,136
0,24;0,136
0,24;0,136
0,24;0,139
0,24;0,137
0,24;0,137
0,24;0,136
0,24;0,137
0,24;0,139
0,24;0,134
0,24;0,134
0,24;0,137
0,24;0,134
0,24;0,137
0,24;0,137
0,24;0,139
0,24;0,136
0,24;0,137
0,24;0,141
0,24;0,141
0,24;0,139
0,24;0,139
0,24;0,137
0,24;0,139
0,24;0,143
0,24;0,139
0,24;0,137
0,24;0,143
0,24;0,143
0,24;0,139
0,24;0,141
0,24;0,139
0,24;0,143
0,24;0,145
0,24;0,143
0,24;0,143
0,24;0,139
0,24;0,137
0,24;0,141
0,24;0,141
0,24;0,139
0,24;0,143
0,24;0,139
0,24;0,139
0,24;0,132
0,24;0,123
0,24;0,121
0,24;0,121
0,24;0,114
0,24;0,114
0,24;0,114
0,24;0,089
0,24;-0,027
0,24;-0,333
0,24;-0,319
0,24;0,005
0,24;0,082
0,24;0,109
0,24;0,116
0,24;0,120
0,24;0,111
0,24;0,087
0,24;0,027
0,24;-0,109
0,24;-0,199
0,24;-0,122
0,24;-0,031
0,24;-0,002
0,24;-0,007
0,24;-0,038
0,24;-0,045
0,24;-0,023
0,24;-0,009
0,24;-0,020
0,24;-0,034
0,24;-0,016
0,24;-0,002
0,24;-0,002
0,24;-0,011
0,24;-0,013
0,24;-0,004
0,24;0,003
0,24;0,009
0,24;-0,002
0,24;-0,004
0,24;-0,006
0,24;0,002
0,24;0,012
0,24;0,012
0,24;0,012
0,24;0,011
0,24;0,012
0,24;0,012
0,24;0,009
0,24;0,005
0,24;0,007
0,24;0,009
0,24;0,007
0,24;0,007
0,24;0,005
0,24;0,011
0,24;0,005
0,24;0,009
0,24;0,005
0,24;0,007
0,24;-2,236E-4
0,24;0,002
0,24;0,003
0,24;0,005
0,24;0,002
0,24;0,003
0,24;0,003
0,24;0,003
0,24;0,003
0,24;0,002
0,24;0,003
0,24;0,009
0,24;0,007
0,24;0,003
0,24;0,003
;0,002
