"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-9,486
0,32;-9,484
0,32;-9,482
0,32;-9,477
0,32;-9,488
0,32;-9,481
0,32;-9,468
0,32;-9,475
0,32;-9,491
0,32;-9,407
0,32;-8,565
0,32;-8,608
0,32;-7,919
0,32;-7,365
0,32;-7,217
0,32;-7,347
0,32;-6,921
0,31;-6,930
0,31;-6,648
0,31;-6,564
0,31;-6,392
0,31;-5,746
0,30;-5,045
0,30;-4,536
0,30;-4,688
0,29;-4,772
0,29;-4,570
0,29;-4,355
0,28;-4,139
0,28;-3,922
0,28;-3,604
0,27;-2,974
0,27;-2,384
0,26;-1,826
0,26;-1,325
0,26;-1,102
0,25;-0,791
0,25;-0,549
0,24;-0,306
0,24;-0,061
0,23;0,164
0,23;0,307
0,23;0,391
0,22;0,452
0,22;0,483
0,22;0,508
0,21;0,529
0,21;0,531
0,21;0,533
0,20;0,538
0,20;0,529
0,20;0,518
0,19;0,515
0,19;0,497
0,19;0,472
0,18;0,442
0,18;0,479
0,18;0,524
0,17;0,533
0,17;0,542
0,17;0,536
0,16;0,527
0,16;0,518
0,16;0,508
0,16;0,468
0,15;0,433
0,15;0,397
0,15;0,384
0,14;0,381
0,14;0,365
0,14;0,336
0,14;0,282
0,13;0,243
0,13;0,198
0,13;0,161
0,13;0,150
0,12;0,163
0,12;0,225
0,12;0,340
0,12;0,402
0,12;0,316
0,12;0,379
0,12;0,456
0,12;0,468
0,12;0,481
0,12;0,583
0,12;1,931
0,12;1,035
0,12;1,148
0,12;1,191
0,12;0,985
0,12;0,814
0,12;0,808
0,12;0,833
0,12;0,830
0,12;0,801
0,12;0,740
0,12;0,638
0,12;0,570
0,12;0,570
0,12;0,563
0,12;0,567
0,12;0,574
0,12;0,568
0,12;0,568
0,12;0,572
0,12;0,572
0,12;0,576
0,12;0,572
0,12;0,570
0,12;0,572
0,12;0,572
0,12;0,572
0,12;0,572
0,12;0,568
0,12;0,570
0,12;0,568
0,12;0,574
0,12;0,570
0,12;0,570
0,12;0,565
0,12;0,568
0,12;0,568
0,12;0,570
0,12;0,572
0,12;0,565
0,12;0,568
0,12;0,563
0,12;0,567
0,12;0,572
0,12;0,568
0,13;0,568
0,13;0,572
0,13;0,570
0,13;0,568
0,13;0,568
0,13;0,568
0,13;0,565
0,13;0,565
0,13;0,568
0,13;0,568
0,13;0,570
0,13;0,568
0,13;0,567
0,13;0,568
0,13;0,572
0,13;0,568
0,13;0,567
0,13;0,567
0,13;0,570
0,13;0,568
0,13;0,565
0,13;0,570
0,13;0,568
0,13;0,568
0,13;0,565
0,13;0,568
0,13;0,568
0,13;0,572
0,13;0,570
0,13;0,572
0,13;0,570
0,13;0,570
0,13;0,570
0,13;0,567
0,13;0,568
0,13;0,572
0,13;0,570
0,13;0,568
0,13;0,570
0,13;0,570
0,13;0,567
0,13;0,568
0,13;0,570
0,13;0,568
0,13;0,567
0,13;0,568
0,13;0,572
0,13;0,570
0,13;0,572
0,13;0,567
0,13;0,568
0,13;0,572
0,13;0,567
0,13;0,568
0,13;0,567
0,13;0,563
0,13;0,568
0,13;0,568
0,13;0,568
0,13;0,568
0,13;0,565
0,13;0,567
0,13;0,568
0,13;0,567
0,13;0,568
0,13;0,570
0,13;0,570
0,13;0,568
0,13;0,567
0,13;0,568
0,13;0,568
0,13;0,568
0,13;0,567
0,13;0,568
0,13;0,568
0,13;0,567
0,13;0,570
0,13;0,570
0,13;0,570
0,13;0,563
0,13;0,567
0,13;0,568
0,13;0,568
0,13;0,567
0,13;0,568
0,13;0,570
0,13;0,570
0,13;0,568
0,13;0,572
0,13;0,568
0,13;0,568
0,13;0,567
0,13;0,574
0,13;0,568
0,13;0,570
0,13;0,565
0,13;0,567
0,13;0,565
0,13;0,570
0,13;0,563
0,13;0,567
0,13;0,565
0,13;0,570
0,13;0,568
0,13;0,568
0,13;0,565
0,13;0,568
0,13;0,570
0,13;0,567
0,13;0,565
0,13;0,567
0,13;0,565
0,13;0,567
0,13;0,567
0,13;0,568
0,13;0,572
0,13;0,572
0,13;0,568
;0,567
